vol,honbun_seg
113,昔/博打の子の年若きが/目鼻一所に取り寄せたるやうにて/世の人にも似ぬありけり/二人の親//これはいかにして世にあらせんずる/と思ひてありけるところに/長者の家にかしづく女のありけるが//顔良からん聟とらむ/と母の求めけるを伝へ聞きて//天の下の顔よしといふ人/聟にならんとのたまふ/と言ひければ/長者/悦びて/聟に取らん/とて/日をとりて契りてけり/その夜になりて/装束など人に借りて/月は明かかりけれど/顔見えぬやうにもてなして/博打ども集まりてありければ/人々しく覚えて心にくく思ふ/さて/夜々行くに/昼居るべきほどになりぬ//いかがせん/と思ひめぐらして/博打一人/長者の家の天井に上りて/二人寝たる上の天井を/ひしひしと踏み鳴らして/いかめしく恐しげなる声にて//天の下の顔よし/と呼ぶ/家の内の者ども//いかなることぞ/と聞き惑ふ/聟/いみじく怖ぢて//おのれをこそ/世の人/天の下の顔よしと言ふと聞け/いかなることならん/と言ふに/三度まで呼べばいらへつ//これは/いかにいらへつるぞ/と言へば//心にもあらで/いらへつるなり/と言ふ/鬼の言ふやう//この家の女は/わが領じて三年になりぬるを/なんぢ/いかに思ひてかくはかよふぞ/と言ふ//さる御こととも知らで/かよひつるなり/ただ/御助け候へ/と言へば/鬼//いといとにくきことなり/一言して帰らん/なんぢ/命と形と/いづれか惜しき/といふ/聟//いかがいらふべき/と言ふに/舅/姑//何ぞの御形ぞ/命だにおはせば/ただ//形を/とのたまへ/と言へば/教へのごとく言ふに/鬼/さらば/吸ふ吸ふ/と言ふ時に/聟/顔をかかへて//あらあら/と言ひて伏しまろぶ/鬼はあよび帰りぬ/さて//顔はいかがなりたる/見ん/とて/指燭をさして/人々見れば/目鼻一つ所に取りすゑたるやうなり/聟は泣きて//ただ/命とこそ申すべかりけれ/かかる形にて世の中にありては/何かせん/かからざりつる先に/顔を一度見え奉らで/おほかたはかく恐しき物に領ぜられたりける所に参りける/誤ちなり/とかこちければ/舅//いとほし/と思ひて//この代りには/わが持たる宝を奉らん/と言ひて/めでたくかしづきければ/嬉しくてぞありける//所の悪しきか/とて/別によき家を造りて住ませければ/いみじくてぞありける/
114,今は昔/水尾の御門の御時に/応天門焼けぬ/人のつけたるになんありける/それを伴善男といふ大納言//これはまことの大臣のしわざなり/とおほやけに申しければ/その大臣を罪せんとせさせ給ひけるに/忠仁公/世の政は御弟の西三条の右大臣にゆづりて/白河にこもりゐ給へる時にて/このことを聞き/驚き給ひて/御烏帽子/直衣ながら/移しの馬に乗り給ひて/乗りながら北の陣までおはして/御前に参り給ひて/このこと申す//人の讒言にも侍らん/大事になさせ給ふこと/いと異様のことなり/かかることは/かへすがへすよくただして/まこと/そらごと/あらはして行なはせ給ふべきなり/と奏し給ひければ//まことにも/と思し召して/たださせ給ふに/一定もなきことなれば//許し給ふよし/仰せせよ/とある宣旨/承りてぞ/大臣は帰り給ひける/左の大臣は/過ぐしたることもなきに/かかる横様の罪に当たるを思し歎きて/日の装束して/庭に荒薦を敷きて/出でて天道に訴へ申し給ひけるに/許し給ふ御使に/頭中将/馬に乗りながら馳せ詣でければ//急ぎ罪せらるる使ぞ/と心して/一家泣きののしるに/許し給ふよし/仰せかけて帰りぬれば/また/悦び泣きおびただしかりけり/許され給ひにけれど//大やけにつかうまつりては/横様の罪出で来ぬべかりける/と言ひて/ことに/もとのやうに宮仕へもし給はざりけり/このことは過ぎにし秋のころ/右兵衛の舎人なるもの/東の七条に住みけるが/つかさに参りて/夜更けて家に帰るとて/応天門の前を通りけるに/人の気配してささめく/廊のわきに隠れ立ちて見れば/柱よりかかぐり下るる者あり/怪しくて/見れば/伴大納言なり/次に子なる人下る/また/次に雑色とよ清といふもの下る//何わざして下るるにあらん/と/つゆ心も得で見るに/この三人/下り果つるままに/走ることかぎりなし/南の朱雀門ざまに走りて往ぬれば/この舎人も/家ざまに行くほどに/二条堀川のほど行くに//大内の方に火あり/とて/大路ののしる/見返りて見れば/内裏の方と見ゆ/走り返りたれば/応天門の上の半らばかり燃えたるなりけり//このありつる人どもは/この火つくるとて上りたりけるなり/と心得てあれども/人のきはめたる大事なれば/あへて口より外に出ださず/その後//左の大臣のし給へることとて/罪かうぶり給ふべし/と言ひののしる//あはれ/したる人のあるものを/いみじきことかな/と思へど/言ひ出だすべきことならねば//いとほし/と思ひありくに//大臣/許されぬ/と聞けば//罪なきことはつひにのがるるものなりけり/となん思ひける/かくて/九月ばかりになりぬ/かかるほどに/伴大納言の出納の家の幼なき子と/舎人が小童といさかひをして/出納ののしれば/出でて取りさへんとするに/この出納/同じく出でて見るに/寄りて引き放ちて/わが子をば家に入れて/この舎人が子の髪を取りて/うち伏せて死ぬばかり踏む/舎人/思ふやう//わが子も人の子も/ともに童部いさかひなり/ただ/さてはあらで/わが子をしも/かく情けなく踏むは/いと悪しきことなり/と腹立たしうて//まうとは/いかで情けなく幼き者をかくはするぞ/と言へば/出納/言ふやう//おれは何事言ふぞ/舎人だつるおればかりのおほやけ人を/わが打ちたらんに/何事のあるべきぞ/わが君/大納言殿のおはしませば/いみじき過ちをしたりとも/何事の出で来べきぞ/痴れ言いふかたゐかな/と言ふに/舎人/おほきに腹立ちて//おれは何事言ふぞ/わが主の大納言をかうけに思ふか/おのが主は/わが口によりて/人にもおはするは知らぬか/わが口開けては/おのが主は人にてはありなんや/と言ひければ/出納は腹立ちさして/家に這ひ入りにけり/このいさかひを見るとて/里隣の人/市をなして聞きければ//いかに言ふことにかあらん/と思ひて/あるは妻子に語り/あるはつぎつぎ語り散らして/言ひ騒ぎければ/世に広ごりて/おほやけまで聞こし召して/舎人を召して問はれければ/始めはあらがひけれども/われも罪かうぶりぬべく問はれければ/ありのくだりのことを申してけり/その後/大納言も問はれなどして/ことあらはれての後なん流されける/応天門を焼きて/信の大臣に負ほせて/かの大臣を罪せさせて/一の大納言なれば大臣にならんと構へけることの/返りてわが身罪せられけん/いかに悔しかりけむ/
115,これも今は昔/放鷹楽といふ楽をば/明暹已講/ただ一人/習ひ伝へたりけり/白河院/野行幸あさてといひけるに/山階寺の三面の僧坊にありけるが//今宵は門なさしそ/尋ぬる人あらんものか/と言ひて待りけるが/案のごとく入り来ぬる人あり/これを問ふに/是季なり/と言ふ//放鷹楽習ひにか/と言ひければ//しかなり/と答ふ/すなはち坊中に入れて/件の楽を伝へけり/
116,これも今は昔/堀川院の御時/奈良の僧どもを召して/大般若の御読経おこなはれけるに/明暹/この中に参る/その時に/主上/御笛をあそばしけるが/やうやうに調子を変へて吹かせ給ひけるに/明暹/調子ごとに声たがへず上げければ/主上怪しみ給ひて/この僧を召しければ/明暹/ひざまづきて庭に候ふ/仰せによりて/上りて簀子に候ふに//笛や吹く/と問はせおはしましければ//かたのごとく/つかまつり候ふ/と申しければ//さればこそ/とて/御笛たびて吹かせられけるに/万歳楽をえもいはず吹きたりければ/御感ありて/やがてその笛を賜びてけり/件の笛/伝はりて/今/八幡別当幸清がもとにありとか/
117,これも今は昔/天暦のころほひ/浄蔵が八坂の坊に/強盗その数入り乱れり/しかるに/火を灯し/太刀を抜き/目を見張りて/おのおの立ちすくみて/さらにすることなし/かくて数刻を経/夜/やうやう明けんとする時/ここに浄蔵/本尊に啓白して//はやく許しつかはすべし/と申しけり/その時に/盗人ども/いたづらにて逃げ帰りけるとか/
118,今は昔/播磨守公行が子にさだゆふとて/五条わたりにありし者は/このごろある/あきむねといふ者の父なり/そのさだゆふは/阿波守さとなりが供に阿波へ下りけるに/道にて死にけり/そのさだゆふは/河内前司といひし人の類にてぞありける/その河内前司がもとに/あめまだらなる牛ありけり/その牛を人の借りて/車かけて淀へやりけるに/樋爪の橋にて/牛飼悪しくやりて/片輪を橋より落したりけるに/引かれて/車の橋より下に落ちけるを//車の落つる/と心得て/牛の踏み広ごりて立てりければ/むながひ切れて/車は落ちて砕けにけり/牛は/ひとり橋の上に留まりてぞありける/人も乗らぬ車なりければ/損はるる人もなかりけり//えせ牛ならましかば/引かれて落ちて/牛も損はれまし/いみじき牛の力かな/とて/その辺の人言ひ讃めける/かくて/この牛をいたはり飼ふほどに/この牛/いかにして失せたるといふことなくて/失せにけり//こはいかなることぞ/と求め騒げどなし//離れて出でたるか/とて/近くより遠くまで/尋ね求めさすれども/なければ//いみじかりつる牛を失なひつる/と歎くほどに/河内前司が夢に見るやう/このさだゆふが来たりければ//これは/海に落ち入りて死にけると聞く人は/いかに来たるにか/と/思ひ思ひ出で会ひたりければ/さだゆふが言ふやう//われは/この艮のすみにあり/それより/日に一度/樋爪の橋のもとにまかりて/苦を受け侍るなり/それに/おのれが罪の深くて/身のきはめて重く侍れば/乗物の耐へずして/徒歩よりまかるが苦しきに/このあめまだらの御車/牛の力の強くて/乗りて侍るに/いみじく求めさせ給へば/いま五日ありて/六日と申さん巳の時ばかりには返し奉らん/いたくな求め給ひそ/と見て覚めにけり//かかる夢をこそ見つれ/と言ひて過ぎぬ/その夢見つるより六日といふ巳の時ばかりに/そぞろにこの牛の歩み入りたりけるが/いみじく大事したりけるにて/苦しげに舌垂れ/汗水にてぞ入り来たりける//この樋爪の橋にて車落ち入り/牛はとまりたりける折なんどに行きあひて//力強き牛かな/と見て/借りて乗りてありけるにやありけんと思ひけるも/恐しかりける/と/河内前司/語りしなり/
119,今は昔/山陽道美作国に中山/高野と申す神おはします/高野は蛇/中山は猿丸にてなんおはする/その神/年ごとの祭に/かならず生贄を奉る/人の女の/形よく/髪長く/色白く/身なりをかしげに/姿らうたげなるをぞ選び求めて/奉りける/昔より今に至るまで/その祭/怠り侍らず/それに/ある人の女/生贄にさし当てられにけり/親ども泣き悲しむことかぎりなし/人の親子となることは/先の世の契りなりければ/あやしきをだにも/おろかにやは思ふ/まして/よろづにめでたければ/身にもまさりておろかならず思へども/さりとて逃るべからねば/歎きながら月日を過ぐすほどに/やうやう命つづまるを//親子とあひ見んこと/今いくばくならず/と思ふにつけて/日を数へて/明け暮れただ音をのみ泣く/かかるほどに/東の人の/狩といふことのみ役として/猪といふものの/腹立ちしかりたるはいと恐しきものなり/それをだに何とも思ひたらず/心にまかせて殺し取り食ふことを役とする者の/いみじう身の力強く/心猛う/むくつけき荒武者の/おのづから出で来て/そのわたりにうちめぐるほどに/この女の父母のもとに来にけり/物語するついでに/女の父の言ふやう//おのれが女の/ただ一人侍るをなん/かうかうの生贄にさし当てられ侍れば/思ひ暮らし歎き明かしてなん/月日を過ぐし侍る/世にはかかることも侍りけり/先の世にいかなる罪を作りて/この国に生まれて/かかる目を見侍るらん/かの女子も//心にもあらず/あさましき死をし侍りなんずるかな/と申す/いとあはれに悲しう侍るなり/さるは/おのれが女とも申さじ/いみじう美しげに侍るなり/と言へば/東の人//さて/その人は/今は死給ひなんずる人にこそはおはすなれ/人は命にまさることなし/身のためにこそ/神も恐しけれ/このたびの生贄を出ださずして/その女君を/みづからに預け賜ぶべし/死に給はんも同じことにこそおはすれ/いかでか/ただ一人持ち奉り給へらん御女を/目の前に生きながら膾に作り/切り広げさせては見給はん/ゆゆしかるべきことなり/さる目見給はんも同じことなり/ただ/その君をわれに預け給へ/と/ねんごろに言ひければ//げに/前にゆゆしきさまにて死なんを見んよりは/とて取らせつ/かくて/東人/この女のもとに行きて見れば/形/姿をかしげなり/愛敬めでたし/もの思ひたる姿にて/寄り臥して手習ひをするに/涙の袖の上にかかりて濡れたり/かかるほどに/人の気配のすれば/髪を顔に振りかくるを見れば/髪も濡れ/顔も涙に洗はれて/思ひ入りたるさまなるに/人の来たれば/いとどつつましげに思ひたる気配して/少しそば向きたる姿/まことにらうたげなり/およそ/気高く品々しう/をかしげなること/田舎人の子と言ふべからず/東人/これを見るに/かなしきこと/いはんかたなし/されば//いかにも/いかにも/わが身なくは/ならばなれ/ただ/これに代りなん/と思ひて/この女の父母に言ふやう//思ひかまふることこそ侍れ/もし/この君の御ことによりて亡びなどし給はば/苦しとや思さるべき/と問へば//子のために/みづからはいたづらにもならばなれ/さらに苦しからず/生きても何にかはし侍らんずる/ただ/思されんままに/いかにもいかにもし給へ/といらふれば//さらば/この御祭の御浄めするなり/とて/四目引きめぐらして//いかにもいかにも人な寄せ給ひそ/また//これにみづから侍る/と/な人にゆめゆめ知らせ給ひそ/と言ふ/さて/日ごろこもり居て/この女房と思ひ住むこといみじ/かかるほどに/年ごろ山に使ひ馴らはしたる犬の/いみじき中に賢きを/二つ選りて/それに生きたる猿丸を捕へて/明け暮れは/やくやくと食ひ殺させて習はす/さらぬだに/猿と犬とは敵なるに/いとかうのみ習はせば/猿を見ては踊りかかりて/食ひ殺すことかぎりなし/さて/明け暮れは/いらなき太刀を磨き/刀を研ぎ/剣をまうけつつ/ただこの女の君とことぐさにするやう//あはれ/先の世にいかなる契をして/御命に代はりて/いたづらになり侍りなんとすらん/されど/御代りと思へば/命はさらに惜しからず/ただ/別れ聞こえなんずと思ひ給ふるが/いと心細く/あはれなる/などいへば/女も//まことに/いかなる人の/かくおはして思ひものし給ふにか/と/言ひ続けられて/かなしうあはれなることいみじ/さて/過ぎ行くほどに/その祭の日になりて/宮司より始め/よろづの人々/こぞり集りて/迎へにののしり来て/新しき長櫃を/この女の居たる所にさし入れて言ふやう//例のやうに/これに入れて/その生贄出だされよ/と言へば/この東人//ただ/こののたびのことは/みづからの申さんままにし給へ/とて/この櫃にみそかに入り臥して/左右のそばに/この犬どもを取り入れて言ふやう//おのれら/この日ごろ/いたはり飼ひつるかひありて/このたびのわが命に代はれ/おのれらよ/と言ひて/かき撫づれば/うちうめきて/脇にかひ添ひて/みな伏しぬ/また/日ごろ研ぎ磨きつる太刀/刀/みな取り入れつ/さて/櫃の蓋を覆ひて/布して結ひて/封付けて/わが女を入れたるやうに思はせて/さし出だしたれば/桙/榊/鈴/鏡をふり合はせて/先追ひののしりて/持て参るさま/いといみじ/さて/女/これを聞くに//われに代はりて/この男の隠して居ぬるこそ/いとあはれなれと思ふに/また/無為に事出で来ば/わが親たちいかにおはせん/と/かたがたに歎き居たり/されども/父母の言ふやうは//身のためにこそ/神も仏も恐しけれ/死ぬる君のことなれば/今は恐しきこともなし/同じことを/かくてをなくなりなん/今は亡びんも苦しからず/と言ひ居たり/かくて/生贄を御社に持て参り/神主/祝詞いみじく申して/神の御前の戸を開けて/この長櫃をさし入れて/戸をもとのやうにさして/それより外の方に/宮司をはじめて/次々の司ども/次第にみな並び居たり/さるほどに/この櫃を/刀の先してみそかに穴を開けて/東人見ければ/まことにえもいはず大きなる猿の/たけ七/八尺ばかりなる/顔と尻とは赤くして/むしり綿を着たるやうに/いらなく白きが/毛は生ひ上がりたるさまにて/横座に寄り居たり/つぎつぎの猿ども/左右に二百ばかり並み居て/さまざまに顔を赤くなし/眉を上げ/声々に鳴き叫びののしる/いと大きなるまな板に/長やかなる包丁刀を具して置きたり/めぐりには/酢/酒/塩入りたる瓶どもなめりと見ゆる/あまた置きたり/さて/しばしばかりあるほどに/この横座に居たるおけ猿/寄り来て/長櫃の結ひ緒を解きて/蓋を開けんとすれば/次々の猿ども/みな寄らんとするほどに/この男//犬ども/喰らへ/おのれ/と言へば/二つの犬踊り出でて/中に大きなる猿を食ひて/うち伏せて/ひきはりて食ひ殺さんとするほどに/この男/髪を乱りて/櫃より踊り出でて/氷のやうなる刀を抜きて/その猿をまな板の上に引き伏せて/首に刀を当てて言ふやう//わおのれが人の命を立ち/その肉を食ひなどするものは/かくぞある/おのれら/承はれ/確かに/しや首切りて/犬に飼ひてん/と言へば/顔を赤くなして/目をしばたたきて/歯を真白に食ひ出だして/目より血の涙を流して/まことにあさましき顔つきして/手をすり/悲しめども/さらに許さずして//おのれが/そこばくの多くの年ごろ/人の子どもを食ひ/人の種を断つ代りに/しや頭切り捨てんこと/ただ今にこそあめれ/おのれが身/さらば/われを殺せ/さらに苦しからず/と言ひながら/さすがに首をばとみに切りやらず/さるほどに/この二つの犬どもに追はれて/多くの猿ども/みな木の上に逃げ登り/まどひ騒ぎ叫びののしるに/山も響きて地も返りぬべし/かかるほどに/一人の神主に/神憑きて言ふやう//今日より後/さらにさらにこの生贄をせじ/長く止めてん/人を殺すこと/懲りとも懲りぬ/命を断つこと/今より長くし侍らじ/また/われをかくしつとて/この男とかくし/また/今日の生贄に当たりつる人のゆかりを/れうじわづらはすべからず/あやまりて/その人の子孫の末々に至るまで/われ/守りとならん/ただ/とくとく/このたびのわが命を乞ひ受けよ/いとかなし/われを助けよ/とのたまへば/宮司/神主より始めて/多くの人ども/驚きをなして/みな社の内に入り立ちて/騒ぎ慌てて/手をすりて//ことわり/おのづからさぞ侍る/ただ御神に許し給へ/御神も/よくぞ仰せらるる/と言へるも/この東人//さなすかされそ/人の命を断ち/殺すものなれば/きやつに/もののわびしさ知らせんと思ふなり/わが身こそあなれ/ただ殺されん/苦しからず/と言ひて/さらに許さず/かかるほどに//この猿の首は切り離されぬ/と見ゆれば/宮司も手まどひして/まことにすべきかたなければ/いみじき誓言どもを立てて/祈り申して//今より後はかかること/さらにさらにすべからず/など/神も言へば//さらば/よしよし/今より後はかかる事なせそ/と言ひ含めて許しつ/さて/それより後は/すべて生贄にせずなりにけり/さて/その男/家に帰りて/いみじう男女あひ思ひて/年ごろの妻夫になりて過ぐしけり/男はもとよりゆゑありける人の末なりければ/口惜しからぬさまにて侍りけり/その後は/かの国に/猪/鹿をなん生贄にし侍りけるとぞ/
120,今は昔/柏原の御門の御子の五の御子にて/豊前の大君といふ人ありけり/四位にて/司は刑部卿/大和守にてなんありける/世のことをよく知り/心ばえ素直にて/大やけの御政をも/良き悪しき/よく知りて/除目のあらんとても/まづ/国のあまた空きたる/望む人あるをも/国のほどに当てつつ//その人は/その国の守にぞなさならむ///その人は道理立てて望むとも/えならじ/など/国ごとに言ひゐたりけることを/人聞きて/除目の朝に/この大君の推し量りごとに言ふことは/つゆ違はねば//この大君の推し量り除目/かしこし/と言ひて/除目の前には/この大君の家に行き集ひてなん//なりぬべし/と言ふ人は/手をすりて喜び//えならじ/と言ふを聞きつる人々は//何事言ひたる古大君ぞ/斎の神祭りて狂ふにこそあめれ/など/つぶやきてなん帰りける//かくなるべし/といふ人のならで/不慮に異人なりたるをば//悪しくなされたり/となん/世にはそしりける/されば/大やけも/豊前の大君は/いかが除目をば言ひける/となん/親しく候ふ人には//行きて問へ/となん仰せられける/これは/田村/水の尾などの御時になんありけるにや/
121,今は昔/円融院の御時/内裏焼けにければ/後院になんおはしましける/殿上の台盤に/人々あまた着きて/物食ひけるに/蔵人貞孝/地ばんに額をあてて/眠り入りて//いびきをするなめり/と思ふに/ややしばしになれば//あやし/と思ふほどに/台盤に額を当てて/喉をくつくつとくつめくやうに鳴らせば/小野宮大臣殿/いまだ頭中将にておはしけるが/主殿司に//その式部丞の寝ざまこそ心得ね/それ起こせ/とのたまひければ/主殿司/寄りて起こすに/すくみたるやうにて動かず/あやしさに/かいさぐりて//はや/死に給ひにたり/いみじきわざかな/と言ふを聞きて/ありとある殿上人/蔵人/ものも覚えず/もの恐しかりければ/やがて向きたる方ざまに/みな走り散る/頭中将//さりとて/あるべきこよならず/これ/諸司の下部召してかき出でよ/と行ひ給ふ//いづかたの陣よりか出だすべき/と申せば//東の陣より出だすべきなり/とのたまふを聞きて/内の人あるかぎり/東の陣に//かく出で行くを見ん/とて/集ひ集りたる様に/たがへて西の陣より/殿上の畳ながら/かき出でて出でぬれば/人々も見ずなりぬ/陣の口/かき出づるほどに/父の三位来て/迎へ取りて去りぬ//かしこく/人々に見合はずなりぬるものかな/となん人々言ひける/さて/二十日ばかりありて/頭中将の夢に/ありしやうにて/いみじう泣きて/寄りてものを言ふ/聞けば//いと嬉しく/おのれが死の恥を隠させ給ひたることは/世々に忘れ申すまじ/はかりごちて/西より出ださせ給はざりしかば/多くの人に面をこそは見えて/死の恥にて候はましか/とて/泣く泣く手をすりて悦ぶとなん/夢に見えたりける/
122,今は昔/主計頭小槻当平といふ人あり/その子に算博士なるものあり/名は茂助となんいひける/主計頭忠臣が父/淡路守大夫史奉親が祖父なり/生きたらば/やんごとなくなりぬべきものなれば//いかでか/なくもなりなん/これが出で立ちなば/主計頭/主税頭/助大夫史には異人はきしろうべきやうもなかんめり/なり伝はりたる職なる上に/才かしこく/心ばへもうるせかりければ/六位ながら/世覚え/やうやう聞こえ高くなりもてゆけば/なくてもありなん/と思ふ人々もあるに/この人の家にさとしをしたりければ/その時の陰陽師にものを問ふに/いみじく重く慎しむべき日どもを書き出でて取らせたりければ/そのままに門を強くさして/物忌みして居たるに/敵の人/隠れて/陰陽師に死ぬべきわざどもをせさせければ/そのまじわざさする陰陽師のいはく//物忌みして居たるは/慎しむべき日にこそあらめ/その日/呪ひ合はせばぞ/しるしあるべき/されば/おのれを具して/その家におはして/呼び出で給へ/門は物忌みならば/よも開けじ/ただ/声をだに聞きては/必ず呪ふしるしありなん/と言ひければ/陰陽師を具して/それが家に行きて/門をおびただしく叩きければ/下衆出で来て//誰そ/この門叩くは/と言ひければ//それがしが/とみのことにて参れるなり/いみじきかたき物忌みなりとも/細めに開けて入れ給へ/大切のことなり/と言はすれば/この下衆男/帰り入りて/かくなん/と言へば//いとわりなきことなり/世にある人のこと思はぬやはある/え入れ奉らじ/さらに不用なり/とく帰り給ひね/と言はすれば/また言ふやう//さらば/門を開け給はずとも/その遣戸から/顔をさし出で給へ/みづから聞こえん/と言へば/死ぬべき宿世にやありけん//何事ぞ/とて/遣戸から顔をさし出でたりければ/陰陽師/その声を聞き/顔を見て/すべきかぎり呪ひつ/この/会はん/と言ふ人は//いみじき大事言はん/と言ひつれども/言ふべきことも思えねば//ただ今/田舎へまかれば//そのよし申さん/と思ひて/詣で来つるなり/はや入り給ひね/と言へば//大事にもあらざりけることにより/かく人を呼び出でて/ものもおぼえぬ主かな/と言ひて入りぬ/それよりやがて/頭痛くなりて/三日といふに死ににけり/されば/物忌みには/声高く/よその人には会ふまじきなり/かやうにまじわざする人のためには/それにつけて/かかるわざをすれば/いと恐しきことなり/さて/その呪ひ事せさせし人も/いくほどなくて/殃にあひて死にけりとぞ//身に負ひけるにや/あさましきことなり/となん/人の語りし/
123,今は昔/摂津国に/いみじく老いたる入道の/行ひうちしてありけるが/人の//海賊にあひたり/といふ物語するついでに言ふやう//われは若かりし折は/まことに楽しくてありし身なり/着る物/食ふ物に飽き満ちて/明け暮れ海に浮びて/世をば過ぐししなり//淡路の六郎追捕使/となんいひし/それに/安芸の島にて/異船もことになかりしに/舟一艘/近く漕ぎ寄す/見れば/二十五/六ばかりの男の清げなるぞ/主とおぼくしてある/さては/若き男二/三ばかりにて/わづかに見ゆ/さては/女どものよきなどあるべし/おのづから簾の隙より見れば/皮子などあまた見ゆ/物はよく積みたるに/はかばかしき人もなくて/ただこのわが舟につきて歩く/屋形の上に若き僧一人居て/経読みてあり/下れば同じやうに下り//島へ寄れば同じやうに寄る/止まればまた止まりなどすれば/この舟をえ見も知らぬなりけり/｢あやし/と思ひて//問ひてん/と思ひて//こは/いかなる人の/かくこの舟にのみ具してはおはするぞ/いづくにおはする人にか/と問へば//周防国より/急ぐことありてまかるが/さるべき頼もしき人も具せねば/恐しくて/この御舟を頼みて/かく付き申したるなり/と言へば//いとをこがまし/と思ひて//これは/京にまかるにもあらず/ここに人待るなり/待ちつけて/周防の方へ下らんずるは/いかで具してとはあるぞ/京にのぼらん舟に具してこそおはせめ/と言へば//さらば/明日こそは/さもいかにもせめ/今宵はなほも舟に具してあらん/とて/島隠れなる所に具して泊まりぬ/人ども//ただ今こそ/良き時なめれ/いざ/この舟移してん/とて/この舟にみな乗る時に/ものもおぼえず/あきれ惑ひたり/物のあるかぎり/わが舟に取り入れつ/人どもは/みな男/女/海に取り入るるに/主人/手をこそこそとすりて/水精の数珠の緒切れたらんやうなる涙をはらはらとこぼしていはく//よろづの物はみな取り給へ/ただ/わが命のかぎりは助け給へ/京に老いたる親の/かぎりにわづらひて/今一度見ん/と申したれば/夜を昼にて/告げにつかはしたれば/急ぎまかり上るなり/ともえ言ひやらで/われに目を見合はせて/手をするさまいみじ//これ/かくな言はせそ/例のごとく/とく/と言ふに/目を見合ひて/泣き惑ふさま/いといといみじ/あはれに無慚に思えしかども//さ言ひていかがせん/と思ひなして/海に入れつ/屋形の上に/二十ばかりにて/ひはづなる僧の/経袋首にかけて/夜昼経読みつるを取りて/海にうち入れつ/時に手まどひして/経袋を取りて/水の上に浮びながら/手をささげて/この経をささげて/浮き出で浮き出でする時に//希有の法師の今まで死なぬ/とて/舟の櫂して頭をはたと打ち/背中を突き入れなどすれど/浮き出で浮き出でしつつ/この経をささぐ//あやし/と思ひてよく見れば/この僧の水に浮かびたる跡枕に/美しげなる童の/びづら結ひたるが/白き楚を持ちたる/二/三人ばかり見ゆ/僧の頭に手をかけ/一人は経をささげたる腕を取らへたりと見ゆ/かたへの者どもに//あれ見よ/この僧に付きたる童部は何ぞ/と言へば//いづら/いづら/さらに人なし/と言ふ/わが目には/たしかに見ゆ/この童部そひて/あへて海に沈むことなし/浮かびてあり/あやしければ//見ん/と思ひて//これに取り付きて来//とて/棹をさしやりたれば/取り付きたるを引き寄せたれば/人々//など/かくはするぞ/よしなきわざする/と言へば//さはれ/この僧一人は生けん/とて/舟に乗せつ/近くなれば/この童部は見えず/この僧に問ふ//われは京の人か/いづこへおはするぞ/と問へば//田舎の人に候ふ/法師になりて/久しく受戒をえつかまつらねば//いかで京に上りて受戒せん/と申ししかば//いざ/われに具して/山に知りたる人のあるに/申しつけて/せさせん/と候ひしかば/まかり上りつるなり/と言ふ//わ僧の頭や腕に取り付たりつる児どもは誰そ/何ぞ/と問へば//いつか/さるもの候ひつる/さらに覚えず/と言へば//さて/経ささげつる腕にも/童添ひたりつるは/そもそも/何と思ひて/ただ今死なんとするに/この経袋をばささげつるぞ/と問へば//死なんずるは/思ひまうけたれば/命は惜しくもあらず//われは死ぬとも/経を/しばしがほども濡らし奉らじ/と思て/ささげ奉りしに/腕たゆくもあらず/あやまりて軽くて/腕も長くなるやうにて/高くささげられ候ひつれば/御経のしるしとこそ/死ぬべき心地にも覚え候ひつれ/命生けさせ給はんは/嬉しきこと/とて泣くに/この婆羅門のやうなる心にも/あはれに尊く思えて///これより国へ帰らん/とや思ふ/また/京に上りて/受戒遂げんの心あらば送らん/と言へば//さらに受戒の心も今は候はず/ただ/帰り候ひなん/と言へば//これより返しやりてんとす/さても/美しかりつる童部は/いかにか/かく見えつる/と語れば/この僧/あはれに尊く思えて/ほろほろと泣かる//七つより法華経を読み奉りて/日ごろも異事なく/物の恐しきままにも読み奉りたれば/十羅刹のおはしましけるにこそ/と言ふに/この婆羅門のやうなる者の心に//さは/仏経は/めでたく尊くおはしますものなりけり/と思ひて/この僧に具して//山寺などへ往なん/と思ふ心つきぬ/さて/この僧と二人具して/糧少しを具して/残りの物どもは知らず/みなこの人々に預けて行けば/人々//ものに狂ふか/こはいかに/にはかの道心/よにあらじ/もののつきたるか/とて制し止むれども聞かで/弓/胡籙/太刀/刀もみな捨てて/この僧に具して/これが師の山寺なる所に行きて/法師になりて/そこにて経一部読み参らせて/行ひ歩くなり/かかる罪をのみ作りしが無慚に思えて/この男の手をすりて/はらはらと泣きまどひしを/海に入れしより/少し道心おこりにき/それに/いとどこの僧に十羅刹の添ひておはしましけると思ふに/法華経のめでたく読み奉らまほしく思えて/にわかにかくなりてあるなり//と語り侍りけり/
